run_id,minute_index,station_id,cycle_time_sec,queue_length,vibration_mm_s,torque_nm,temperature_c
RUN-PB-013,40,P08,46.53,1,0.714,144.81,42.33
RUN-PB-013,40,P09,60.47,0,0.767,147.51,40.92
RUN-PB-013,40,P10,51.7,0,,,
RUN-PB-013,40,BAT01,35.57,3,0.768,146.87,41.92
RUN-PB-013,40,BAT02,38.32,0,0.773,143.22,41.79
RUN-PB-013,40,BAT03,38.44,1,0.838,148.81,42.87
RUN-PB-013,40,BAT04,45.52,0,,,
RUN-PB-013,40,BAT05,43.24,1,0.782,145.56,40.95
RUN-PB-013,40,BAT06,49.42,4,0.688,148.92,42.28
RUN-PB-013,40,BAT07,42.19,2,0.741,143.06,41.38
RUN-PB-013,40,BAT08,53.46,0,0.852,147.22,41.53
RUN-PB-013,40,PT01,44.26,1,0.764,147.27,41.8
RUN-PB-013,40,PT02,48.7,1,0.813,145.48,42.46
RUN-PB-013,40,PT03,44.24,1,,144.61,
RUN-PB-013,40,PT04,38.79,0,0.768,142.84,40.8
RUN-PB-013,40,GA01,43.06,1,,143.6,
RUN-PB-013,40,GA02,42.4,2,0.713,146.14,42.26
RUN-PB-013,40,GA03,48.8,0,,,
RUN-PB-013,40,GA04,41.83,1,,141.63,
RUN-PB-013,40,GA05,37.57,0,0.797,145.43,41.61
RUN-PB-013,40,GA06,45.04,0,,,
RUN-PB-013,40,GA07,43.07,0,,,
RUN-PB-013,40,GA08,41.37,0,,145.63,
RUN-PB-013,40,GA09,45.55,0,,,
RUN-PB-013,40,GA10,48.38,0,0.725,145.34,41.7
RUN-PB-013,40,GA11,50.07,5,0.748,144.33,44.06
RUN-PB-013,40,GA12,45.25,2,0.775,142.3,42.91
RUN-PB-013,40,GA13,37.78,2,0.746,147.54,42.75
RUN-PB-013,40,GA14,42.2,1,0.765,147.04,43.21
RUN-PB-013,40,EOL01,46.02,0,,,41.55
RUN-PB-013,40,EOL02,43.66,1,0.775,140.61,42.25
RUN-PB-013,40,EOL03,52.89,0,0.811,141.17,41.41
RUN-PB-013,40,EOL04,54.2,0,0.678,144.01,41.9
RUN-PB-013,40,EOL05,47.34,1,,,41.91
RUN-PB-013,40,EOL06,45.0,2,0.723,144.7,44.46
RUN-PB-013,40,EOL07,60.8,0,,,
RUN-PB-013,41,ST01,34.43,0,0.75,145.06,41.84
RUN-PB-013,41,ST02,37.91,0,0.755,143.08,41.63
RUN-PB-013,41,ST03,39.71,0,0.772,144.22,42.04
RUN-PB-013,41,ST04,35.95,1,0.817,,
RUN-PB-013,41,ST05,40.7,3,0.681,143.8,42.49
RUN-PB-013,41,ST06,45.12,0,,,
RUN-PB-013,41,B01,42.06,2,0.719,144.09,40.62
RUN-PB-013,41,B02,44.41,2,0.795,143.8,42.82
RUN-PB-013,41,B03,38.58,0,0.812,142.93,42.71
RUN-PB-013,41,B04,41.59,2,0.773,146.37,42.55
RUN-PB-013,41,B05,43.27,2,0.726,145.3,44.12
RUN-PB-013,41,B06,42.31,1,0.765,146.41,41.88
RUN-PB-013,41,B07,45.32,0,0.776,143.23,40.2
RUN-PB-013,41,B08,38.22,1,0.757,148.65,41.23
RUN-PB-013,41,B09,40.91,1,,141.82,
RUN-PB-013,41,B10,40.52,3,,146.5,
RUN-PB-013,41,B11,48.28,4,0.707,141.8,42.39
RUN-PB-013,41,B12,50.48,0,,,
RUN-PB-013,41,P01,47.07,0,,,42.01
RUN-PB-013,41,P02,54.79,2,0.863,145.38,42.06
RUN-PB-013,41,P03,58.53,1,0.688,147.17,42.23
RUN-PB-013,41,P04,43.55,0,0.731,148.34,42.78
RUN-PB-013,41,P05,40.74,2,0.703,144.65,43.43
RUN-PB-013,41,P06,39.67,2,,,42.63
RUN-PB-013,41,P07,44.92,0,0.751,144.14,42.28
RUN-PB-013,41,P08,44.7,1,0.798,147.5,42.02
RUN-PB-013,41,P09,59.82,0,0.742,142.81,41.51
RUN-PB-013,41,P10,51.82,0,,,
RUN-PB-013,41,BAT01,35.88,0,0.722,145.68,40.56
RUN-PB-013,41,BAT02,40.68,1,0.741,144.94,42.33
RUN-PB-013,41,BAT03,37.59,0,0.78,144.48,40.47
RUN-PB-013,41,BAT04,46.26,0,,,
RUN-PB-013,41,BAT05,44.19,2,0.672,141.33,41.3
RUN-PB-013,41,BAT06,50.97,1,0.707,145.05,41.23
RUN-PB-013,41,BAT07,41.51,2,0.717,147.61,41.61
RUN-PB-013,41,BAT08,53.46,0,0.726,142.95,43.18
RUN-PB-013,41,PT01,45.2,0,0.715,139.83,41.29
RUN-PB-013,41,PT02,48.17,2,0.639,140.1,42.89
RUN-PB-013,41,PT03,44.13,1,,144.84,
RUN-PB-013,41,PT04,39.39,1,0.804,146.18,43.37
RUN-PB-013,41,GA01,41.79,0,,143.21,
RUN-PB-013,41,GA02,44.19,2,0.787,145.23,42.55
RUN-PB-013,41,GA03,49.62,0,,,
RUN-PB-013,41,GA04,41.23,0,,147.24,
RUN-PB-013,41,GA05,38.63,1,0.752,144.69,41.49
RUN-PB-013,41,GA06,45.33,0,,,
RUN-PB-013,41,GA07,43.68,0,,,
RUN-PB-013,41,GA08,40.33,1,,141.64,
RUN-PB-013,41,GA09,47.42,0,,,
RUN-PB-013,41,GA10,47.47,0,0.875,144.14,40.65
RUN-PB-013,41,GA11,49.31,0,0.768,146.38,42.33
RUN-PB-013,41,GA12,45.24,0,0.802,145.79,41.9
RUN-PB-013,41,GA13,37.5,0,0.738,145.6,41.74
RUN-PB-013,41,GA14,42.53,1,0.785,142.54,41.2
RUN-PB-013,41,EOL01,46.25,2,,,41.82
RUN-PB-013,41,EOL02,42.84,2,0.673,148.11,42.02
RUN-PB-013,41,EOL03,52.95,3,0.807,138.0,41.7
RUN-PB-013,41,EOL04,55.35,0,0.681,137.65,41.35
RUN-PB-013,41,EOL05,47.76,0,,,43.19
RUN-PB-013,41,EOL06,45.35,0,0.799,141.2,40.87
RUN-PB-013,41,EOL07,58.82,0,,,
RUN-PB-013,42,ST01,35.9,1,0.709,141.97,40.79
RUN-PB-013,42,ST02,38.04,3,0.81,142.38,42.21
RUN-PB-013,42,ST03,40.45,0,0.722,150.11,44.0
RUN-PB-013,42,ST04,36.83,2,0.722,,
RUN-PB-013,42,ST05,40.92,2,0.744,145.05,42.34
RUN-PB-013,42,ST06,44.64,0,,,
RUN-PB-013,42,B01,42.34,3,0.687,141.78,41.42
RUN-PB-013,42,B02,43.35,3,0.781,147.96,42.45
RUN-PB-013,42,B03,39.14,1,0.713,146.43,42.81
RUN-PB-013,42,B04,41.6,0,0.744,139.77,43.06
RUN-PB-013,42,B05,41.93,0,0.715,146.71,43.05
RUN-PB-013,42,B06,43.11,1,0.81,141.57,41.42
RUN-PB-013,42,B07,46.85,0,0.843,148.24,40.87
RUN-PB-013,42,B08,37.98,2,0.773,144.67,42.14
RUN-PB-013,42,B09,42.42,1,,148.58,
RUN-PB-013,42,B10,39.82,2,,142.64,
RUN-PB-013,42,B11,48.59,1,0.775,150.88,42.46
RUN-PB-013,42,B12,49.34,0,,,
RUN-PB-013,42,P01,47.79,0,,,43.02
RUN-PB-013,42,P02,55.12,1,0.778,146.85,41.75
RUN-PB-013,42,P03,57.89,1,0.646,148.91,43.7
RUN-PB-013,42,P04,44.44,1,0.784,143.59,42.03
RUN-PB-013,42,P05,42.23,2,0.684,150.44,42.56
RUN-PB-013,42,P06,40.19,0,,,41.82
RUN-PB-013,42,P07,45.28,1,0.815,151.07,42.91
RUN-PB-013,42,P08,45.97,1,0.657,145.66,42.9
RUN-PB-013,42,P09,60.84,2,0.808,143.94,43.14
RUN-PB-013,42,P10,52.11,0,,,
RUN-PB-013,42,BAT01,37.03,1,0.64,147.15,41.87
RUN-PB-013,42,BAT02,39.22,1,0.717,148.56,40.32
RUN-PB-013,42,BAT03,37.46,0,0.747,145.9,41.76
RUN-PB-013,42,BAT04,46.39,0,,,
RUN-PB-013,42,BAT05,44.46,0,0.802,145.81,41.06
RUN-PB-013,42,BAT06,49.52,3,0.683,143.2,42.1
RUN-PB-013,42,BAT07,41.2,0,0.778,144.55,42.0
RUN-PB-013,42,BAT08,54.36,0,0.644,146.93,40.43
RUN-PB-013,42,PT01,45.68,0,0.755,140.8,41.88
RUN-PB-013,42,PT02,47.83,3,0.735,141.18,42.02
RUN-PB-013,42,PT03,44.24,2,,145.99,
RUN-PB-013,42,PT04,39.55,1,0.759,145.15,41.1
RUN-PB-013,42,GA01,42.56,1,,145.97,
RUN-PB-013,42,GA02,44.31,3,0.802,144.36,41.8
RUN-PB-013,42,GA03,49.21,0,,,
RUN-PB-013,42,GA04,42.74,0,,143.67,
RUN-PB-013,42,GA05,38.86,0,0.661,147.7,41.79
RUN-PB-013,42,GA06,45.89,0,,,
RUN-PB-013,42,GA07,43.92,0,,,
RUN-PB-013,42,GA08,40.96,2,,144.43,
RUN-PB-013,42,GA09,44.88,0,,,
RUN-PB-013,42,GA10,48.44,3,0.731,143.63,42.53
RUN-PB-013,42,GA11,48.23,1,0.768,145.67,41.6
RUN-PB-013,42,GA12,44.46,1,0.713,141.9,42.29
RUN-PB-013,42,GA13,38.05,3,0.753,149.7,42.15
RUN-PB-013,42,GA14,42.13,3,0.765,145.89,40.8
RUN-PB-013,42,EOL01,45.27,1,,,41.97
RUN-PB-013,42,EOL02,43.54,1,0.784,143.43,40.96
RUN-PB-013,42,EOL03,51.65,2,0.79,144.91,40.76
RUN-PB-013,42,EOL04,55.86,1,0.761,145.05,41.68
RUN-PB-013,42,EOL05,48.56,2,,,42.13
RUN-PB-013,42,EOL06,45.1,2,0.717,141.66,40.87
RUN-PB-013,42,EOL07,59.61,0,,,
RUN-PB-013,43,ST01,33.66,1,0.709,147.76,41.72
RUN-PB-013,43,ST02,38.05,1,0.75,145.42,41.6
RUN-PB-013,43,ST03,40.4,0,0.677,144.32,42.6
RUN-PB-013,43,ST04,35.87,1,0.762,,
RUN-PB-013,43,ST05,42.12,2,0.704,144.46,41.16
RUN-PB-013,43,ST06,43.97,0,,,
RUN-PB-013,43,B01,41.65,1,0.809,143.43,42.12
RUN-PB-013,43,B02,43.78,0,0.779,148.35,42.11
RUN-PB-013,43,B03,40.26,0,0.699,145.88,40.81
RUN-PB-013,43,B04,41.5,0,0.782,144.2,42.68
RUN-PB-013,43,B05,42.68,1,0.794,142.0,40.83
RUN-PB-013,43,B06,42.94,1,0.751,142.82,40.81
RUN-PB-013,43,B07,47.05,2,0.773,147.57,41.87
RUN-PB-013,43,B08,38.13,3,0.707,144.05,42.5
RUN-PB-013,43,B09,42.9,1,,144.66,
RUN-PB-013,43,B10,39.71,2,,143.5,
RUN-PB-013,43,B11,49.02,0,0.75,144.54,42.51
RUN-PB-013,43,B12,50.89,0,,,
RUN-PB-013,43,P01,47.81,1,,,42.68
RUN-PB-013,43,P02,55.76,1,0.752,144.95,42.03
RUN-PB-013,43,P03,57.95,2,0.714,147.44,42.32
RUN-PB-013,43,P04,43.14,1,0.792,145.64,42.09
RUN-PB-013,43,P05,42.1,0,0.764,144.27,42.34
RUN-PB-013,43,P06,39.37,0,,,41.2
RUN-PB-013,43,P07,45.3,2,0.766,142.58,42.03
RUN-PB-013,43,P08,45.82,0,0.764,145.49,42.17
RUN-PB-013,43,P09,61.09,0,0.665,147.54,43.44
RUN-PB-013,43,P10,52.3,0,,,
RUN-PB-013,43,BAT01,35.51,0,0.761,147.57,41.49
RUN-PB-013,43,BAT02,39.95,2,0.847,144.36,42.01
RUN-PB-013,43,BAT03,37.52,3,0.795,143.98,42.35
RUN-PB-013,43,BAT04,46.47,0,,,
RUN-PB-013,43,BAT05,44.3,1,0.778,145.66,42.71
RUN-PB-013,43,BAT06,49.58,2,0.714,140.55,41.75
RUN-PB-013,43,BAT07,42.05,0,0.767,147.13,42.26
RUN-PB-013,43,BAT08,54.49,2,0.836,144.52,41.69
RUN-PB-013,43,PT01,45.11,0,0.756,144.3,41.28
RUN-PB-013,43,PT02,47.36,3,0.738,146.64,43.04
RUN-PB-013,43,PT03,45.58,2,,146.25,
RUN-PB-013,43,PT04,40.91,1,0.787,143.96,42.89
RUN-PB-013,43,GA01,41.29,0,,145.36,
RUN-PB-013,43,GA02,43.79,2,0.769,146.92,41.48
RUN-PB-013,43,GA03,50.87,0,,,
RUN-PB-013,43,GA04,42.19,1,,147.62,
RUN-PB-013,43,GA05,38.8,0,0.799,144.95,40.57
RUN-PB-013,43,GA06,43.78,0,,,
RUN-PB-013,43,GA07,43.89,0,,,
RUN-PB-013,43,GA08,41.26,2,,146.67,
RUN-PB-013,43,GA09,46.65,0,,,
RUN-PB-013,43,GA10,48.64,0,0.729,144.11,42.15
RUN-PB-013,43,GA11,50.11,0,0.738,144.03,41.31
RUN-PB-013,43,GA12,44.45,2,0.781,146.29,41.5
RUN-PB-013,43,GA13,38.38,1,0.731,141.43,41.41
RUN-PB-013,43,GA14,42.64,0,0.748,144.85,41.33
RUN-PB-013,43,EOL01,45.74,1,,,41.73
RUN-PB-013,43,EOL02,43.97,0,0.782,148.15,42.12
RUN-PB-013,43,EOL03,52.41,0,0.761,146.68,41.83
RUN-PB-013,43,EOL04,54.23,1,0.752,146.11,41.56
RUN-PB-013,43,EOL05,47.67,2,,,42.58
RUN-PB-013,43,EOL06,44.62,1,0.754,146.41,42.63
RUN-PB-013,43,EOL07,60.62,0,,,
RUN-PB-013,44,ST01,34.55,1,0.803,144.76,42.39
RUN-PB-013,44,ST02,37.86,1,0.731,141.87,41.76
RUN-PB-013,44,ST03,39.52,1,0.769,140.79,42.01
RUN-PB-013,44,ST04,35.92,1,0.739,,
RUN-PB-013,44,ST05,41.96,1,0.728,147.86,41.78
RUN-PB-013,44,ST06,44.19,0,,,
RUN-PB-013,44,B01,41.54,1,0.756,145.96,41.44
RUN-PB-013,44,B02,43.98,0,0.685,139.91,42.37
RUN-PB-013,44,B03,40.9,6,0.693,142.71,41.93
RUN-PB-013,44,B04,40.58,2,0.809,146.82,42.51
RUN-PB-013,44,B05,43.03,1,0.736,145.01,41.8
RUN-PB-013,44,B06,43.7,0,0.735,142.39,40.4
RUN-PB-013,44,B07,46.32,2,0.793,145.24,42.56
RUN-PB-013,44,B08,37.58,3,0.785,142.34,42.2
RUN-PB-013,44,B09,41.75,1,,147.19,
RUN-PB-013,44,B10,39.9,1,,144.62,
RUN-PB-013,44,B11,49.07,2,0.713,147.34,41.53
RUN-PB-013,44,B12,50.59,0,,,
RUN-PB-013,44,P01,47.81,0,,,42.43
RUN-PB-013,44,P02,55.54,0,0.722,145.13,41.75
RUN-PB-013,44,P03,58.32,3,0.693,146.73,42.32
RUN-PB-013,44,P04,43.88,0,0.733,148.8,41.71
RUN-PB-013,44,P05,42.9,0,0.832,142.47,43.04
RUN-PB-013,44,P06,39.88,0,,,41.46
RUN-PB-013,44,P07,44.79,2,0.767,148.12,41.68
RUN-PB-013,44,P08,45.59,1,0.743,147.52,41.83
RUN-PB-013,44,P09,60.49,0,0.623,148.16,41.51
RUN-PB-013,44,P10,52.4,0,,,
RUN-PB-013,44,BAT01,36.44,1,0.736,142.88,43.3
RUN-PB-013,44,BAT02,39.74,1,0.765,142.72,41.56
RUN-PB-013,44,BAT03,38.3,0,0.699,147.65,40.63
RUN-PB-013,44,BAT04,46.45,0,,,
RUN-PB-013,44,BAT05,44.28,0,0.75,141.61,43.41
RUN-PB-013,44,BAT06,50.1,3,0.713,144.8,42.32
RUN-PB-013,44,BAT07,42.38,0,0.669,141.56,40.32
RUN-PB-013,44,BAT08,53.45,4,0.706,146.03,42.01
RUN-PB-013,44,PT01,44.63,0,0.763,148.33,42.25
RUN-PB-013,44,PT02,48.55,0,0.788,143.21,42.69
RUN-PB-013,44,PT03,43.92,0,,145.79,
RUN-PB-013,44,PT04,39.44,3,0.802,147.64,41.89
RUN-PB-013,44,GA01,40.38,1,,145.16,
RUN-PB-013,44,GA02,44.26,2,0.681,141.34,42.58
RUN-PB-013,44,GA03,49.79,0,,,
RUN-PB-013,44,GA04,42.4,1,,149.49,
RUN-PB-013,44,GA05,39.6,1,0.737,142.28,42.44
RUN-PB-013,44,GA06,45.06,0,,,
RUN-PB-013,44,GA07,43.78,0,,,
RUN-PB-013,44,GA08,40.11,4,,146.31,
RUN-PB-013,44,GA09,46.76,0,,,
RUN-PB-013,44,GA10,47.72,0,0.787,145.64,40.46
RUN-PB-013,44,GA11,49.77,0,0.738,145.24,42.51
RUN-PB-013,44,GA12,44.91,1,0.748,141.39,41.86
RUN-PB-013,44,GA13,37.99,0,0.814,142.77,41.04
RUN-PB-013,44,GA14,42.31,1,0.719,144.13,40.39
RUN-PB-013,44,EOL01,45.99,4,,,42.28
RUN-PB-013,44,EOL02,44.08,2,0.766,147.83,42.18
RUN-PB-013,44,EOL03,52.46,2,0.718,145.95,44.4
RUN-PB-013,44,EOL04,55.82,1,0.8,144.52,42.71
RUN-PB-013,44,EOL05,46.96,0,,,42.61
RUN-PB-013,44,EOL06,44.4,0,0.685,144.5,41.04
RUN-PB-013,44,EOL07,60.24,0,,,
RUN-PB-013,45,ST01,34.34,1,0.764,141.17,42.44
RUN-PB-013,45,ST02,38.47,2,0.703,145.22,41.73
RUN-PB-013,45,ST03,39.46,1,0.678,141.63,43.39
RUN-PB-013,45,ST04,35.47,4,0.721,,
RUN-PB-013,45,ST05,41.9,1,0.821,143.62,42.15
RUN-PB-013,45,ST06,43.78,0,,,
RUN-PB-013,45,B01,41.89,0,0.786,149.2,43.08
RUN-PB-013,45,B02,44.64,1,0.842,142.65,42.25
RUN-PB-013,45,B03,38.82,2,0.67,145.93,40.74
RUN-PB-013,45,B04,41.74,1,0.756,148.04,41.97
RUN-PB-013,45,B05,43.06,1,0.752,145.59,42.34
RUN-PB-013,45,B06,43.04,0,0.724,144.06,42.87
RUN-PB-013,45,B07,45.94,0,0.658,141.19,41.1
RUN-PB-013,45,B08,37.76,2,0.694,146.49,41.48
RUN-PB-013,45,B09,42.08,2,,145.34,
RUN-PB-013,45,B10,40.06,4,,146.87,
RUN-PB-013,45,B11,48.28,2,0.756,145.76,42.08
RUN-PB-013,45,B12,49.48,0,,,
RUN-PB-013,45,P01,47.77,1,,,42.52
RUN-PB-013,45,P02,56.06,1,0.706,147.21,41.25
RUN-PB-013,45,P03,58.46,0,0.719,143.58,41.52
RUN-PB-013,45,P04,44.34,1,0.722,137.36,42.83
RUN-PB-013,45,P05,41.32,1,0.85,146.75,40.1
RUN-PB-013,45,P06,39.88,2,,,41.99
RUN-PB-013,45,P07,44.8,3,0.695,144.54,42.11
RUN-PB-013,45,P08,46.14,1,0.813,144.27,43.14
RUN-PB-013,45,P09,59.41,0,0.792,145.53,41.82
RUN-PB-013,45,P10,51.6,0,,,
RUN-PB-013,45,BAT01,36.17,2,0.671,145.01,43.22
RUN-PB-013,45,BAT02,40.44,4,0.648,146.07,41.34
RUN-PB-013,45,BAT03,37.45,4,0.69,145.63,42.6
RUN-PB-013,45,BAT04,47.22,0,,,
RUN-PB-013,45,BAT05,43.89,3,0.715,138.74,42.52
RUN-PB-013,45,BAT06,49.72,0,0.785,145.09,42.3
RUN-PB-013,45,BAT07,41.86,1,0.74,143.7,41.39
RUN-PB-013,45,BAT08,54.44,3,0.671,142.96,42.13
RUN-PB-013,45,PT01,44.77,1,0.82,144.52,42.09
RUN-PB-013,45,PT02,48.47,1,0.716,145.87,42.12
RUN-PB-013,45,PT03,44.45,1,,148.11,
RUN-PB-013,45,PT04,40.62,1,0.719,145.63,43.01
RUN-PB-013,45,GA01,41.79,0,,146.15,
RUN-PB-013,45,GA02,43.62,1,0.737,146.09,40.69
RUN-PB-013,45,GA03,49.95,0,,,
RUN-PB-013,45,GA04,41.93,1,,141.45,
RUN-PB-013,45,GA05,38.99,3,0.712,139.75,42.09
RUN-PB-013,45,GA06,44.84,0,,,
RUN-PB-013,45,GA07,44.49,0,,,
RUN-PB-013,45,GA08,40.2,2,,148.64,
RUN-PB-013,45,GA09,46.34,0,,,
RUN-PB-013,45,GA10,48.44,4,0.768,143.25,40.46
RUN-PB-013,45,GA11,50.11,0,0.728,147.5,40.92
RUN-PB-013,45,GA12,44.63,2,0.736,140.95,42.75
RUN-PB-013,45,GA13,38.31,2,0.705,141.31,41.37
RUN-PB-013,45,GA14,41.65,2,0.802,141.9,41.63
RUN-PB-013,45,EOL01,46.02,0,,,42.13
RUN-PB-013,45,EOL02,44.21,0,0.796,146.73,41.97
RUN-PB-013,45,EOL03,51.34,1,0.731,143.51,42.47
RUN-PB-013,45,EOL04,54.76,0,0.654,141.33,42.13
RUN-PB-013,45,EOL05,49.02,1,,,43.02
RUN-PB-013,45,EOL06,44.26,1,0.708,145.07,43.31
RUN-PB-013,45,EOL07,59.81,0,,,
RUN-PB-013,46,ST01,35.32,0,0.747,145.41,42.21
RUN-PB-013,46,ST02,37.74,1,0.682,143.67,43.15
RUN-PB-013,46,ST03,39.07,1,0.831,144.74,41.51
RUN-PB-013,46,ST04,36.51,0,0.646,,
RUN-PB-013,46,ST05,41.85,2,0.723,143.69,42.54
RUN-PB-013,46,ST06,45.58,0,,,
RUN-PB-013,46,B01,42.55,0,0.631,148.87,41.98
RUN-PB-013,46,B02,44.0,0,0.818,142.94,43.29
RUN-PB-013,46,B03,39.73,1,0.767,140.43,41.92
RUN-PB-013,46,B04,41.08,2,0.656,147.02,41.97
RUN-PB-013,46,B05,42.23,4,0.779,147.15,42.75
RUN-PB-013,46,B06,42.64,1,0.693,145.31,41.2
RUN-PB-013,46,B07,46.12,0,0.775,144.66,41.98
RUN-PB-013,46,B08,39.07,0,0.768,140.59,41.55
RUN-PB-013,46,B09,41.81,0,,147.5,
RUN-PB-013,46,B10,39.65,4,,149.26,
RUN-PB-013,46,B11,48.16,1,0.789,150.3,43.5
RUN-PB-013,46,B12,50.48,0,,,
RUN-PB-013,46,P01,48.43,1,,,41.07
RUN-PB-013,46,P02,55.83,1,0.842,146.27,42.19
RUN-PB-013,46,P03,58.45,2,0.682,149.08,42.8
RUN-PB-013,46,P04,44.11,0,0.817,143.22,42.43
RUN-PB-013,46,P05,41.83,2,0.832,144.93,42.18
RUN-PB-013,46,P06,40.67,1,,,41.66
RUN-PB-013,46,P07,45.76,1,0.774,148.23,42.12
RUN-PB-013,46,P08,45.59,2,0.692,140.14,41.22
RUN-PB-013,46,P09,58.64,0,0.711,149.1,42.85
RUN-PB-013,46,P10,51.8,0,,,
RUN-PB-013,46,BAT01,36.8,0,0.766,145.0,40.93
RUN-PB-013,46,BAT02,39.69,6,0.733,147.48,42.02
RUN-PB-013,46,BAT03,37.02,2,0.839,142.48,41.06
RUN-PB-013,46,BAT04,46.15,0,,,
RUN-PB-013,46,BAT05,43.54,1,0.737,145.49,41.87
RUN-PB-013,46,BAT06,49.57,0,0.779,144.18,41.49
RUN-PB-013,46,BAT07,42.3,0,0.747,146.14,40.81
RUN-PB-013,46,BAT08,53.98,0,0.791,147.15,41.51
RUN-PB-013,46,PT01,44.54,1,0.717,145.97,41.16
RUN-PB-013,46,PT02,47.44,2,0.739,146.74,40.75
RUN-PB-013,46,PT03,44.28,0,,147.01,
RUN-PB-013,46,PT04,40.27,1,0.768,143.27,41.66
RUN-PB-013,46,GA01,42.14,1,,144.14,
RUN-PB-013,46,GA02,43.5,1,0.782,143.42,42.21
RUN-PB-013,46,GA03,50.32,0,,,
RUN-PB-013,46,GA04,40.92,0,,142.62,
RUN-PB-013,46,GA05,39.99,1,0.76,144.65,41.81
RUN-PB-013,46,GA06,44.83,0,,,
RUN-PB-013,46,GA07,43.02,0,,,
RUN-PB-013,46,GA08,41.45,1,,140.19,
RUN-PB-013,46,GA09,45.97,0,,,
RUN-PB-013,46,GA10,48.66,1,0.66,144.13,41.61
RUN-PB-013,46,GA11,49.74,1,0.792,143.81,42.44
RUN-PB-013,46,GA12,45.84,1,0.798,144.72,43.15
RUN-PB-013,46,GA13,38.33,1,0.728,145.53,41.53
RUN-PB-013,46,GA14,41.54,2,0.744,148.04,42.61
RUN-PB-013,46,EOL01,46.22,2,,,42.02
RUN-PB-013,46,EOL02,43.9,2,0.762,150.22,40.65
RUN-PB-013,46,EOL03,52.23,1,0.757,144.46,41.38
RUN-PB-013,46,EOL04,55.16,0,0.722,147.27,42.08
RUN-PB-013,46,EOL05,48.96,0,,,42.42
RUN-PB-013,46,EOL06,44.32,1,0.735,148.28,41.86
RUN-PB-013,46,EOL07,60.65,0,,,
RUN-PB-013,47,ST01,35.66,1,0.694,139.6,41.64
RUN-PB-013,47,ST02,38.21,1,0.759,146.19,41.23
RUN-PB-013,47,ST03,40.69,0,0.708,142.58,42.13
RUN-PB-013,47,ST04,35.51,0,0.654,,
RUN-PB-013,47,ST05,41.82,1,0.736,148.29,41.51
RUN-PB-013,47,ST06,45.7,0,,,
RUN-PB-013,47,B01,42.71,2,0.778,144.45,41.65
RUN-PB-013,47,B02,43.91,3,0.778,142.15,41.83
RUN-PB-013,47,B03,39.07,1,0.761,144.01,41.64
RUN-PB-013,47,B04,39.76,0,0.777,142.61,41.3
RUN-PB-013,47,B05,42.53,0,0.879,143.87,43.08
RUN-PB-013,47,B06,42.94,1,0.781,149.94,42.77
RUN-PB-013,47,B07,46.18,1,0.746,145.35,40.41
RUN-PB-013,47,B08,37.44,0,0.726,141.68,41.95
RUN-PB-013,47,B09,42.92,1,,142.27,
RUN-PB-013,47,B10,39.61,2,,142.83,
RUN-PB-013,47,B11,48.61,0,0.712,146.41,41.39
RUN-PB-013,47,B12,51.05,0,,,
RUN-PB-013,47,P01,49.02,0,,,41.52
RUN-PB-013,47,P02,55.25,2,0.718,144.79,43.3
RUN-PB-013,47,P03,58.22,1,0.713,148.08,40.9
RUN-PB-013,47,P04,44.05,0,0.773,147.96,42.71
RUN-PB-013,47,P05,41.16,1,0.776,149.07,42.24
RUN-PB-013,47,P06,39.65,1,,,42.23
RUN-PB-013,47,P07,45.37,1,0.785,148.95,42.93
RUN-PB-013,47,P08,45.44,2,0.733,145.77,43.13
RUN-PB-013,47,P09,60.24,0,0.67,146.1,42.33
RUN-PB-013,47,P10,52.76,0,,,
RUN-PB-013,47,BAT01,35.22,1,0.724,147.6,42.39
RUN-PB-013,47,BAT02,39.58,1,0.794,145.46,42.02
RUN-PB-013,47,BAT03,39.15,1,0.809,145.71,41.97
RUN-PB-013,47,BAT04,46.49,0,,,
RUN-PB-013,47,BAT05,44.6,1,0.788,145.15,40.61
RUN-PB-013,47,BAT06,50.34,2,0.809,149.61,40.05
RUN-PB-013,47,BAT07,41.4,2,0.749,142.1,42.56
RUN-PB-013,47,BAT08,53.86,1,0.742,144.77,40.29
RUN-PB-013,47,PT01,44.42,1,0.725,146.73,40.56
RUN-PB-013,47,PT02,47.53,0,0.707,146.01,43.46
RUN-PB-013,47,PT03,43.99,1,,143.2,
RUN-PB-013,47,PT04,40.41,2,0.773,143.57,41.24
RUN-PB-013,47,GA01,41.92,4,,149.71,
RUN-PB-013,47,GA02,44.3,1,0.694,144.08,42.86
RUN-PB-013,47,GA03,49.27,0,,,
RUN-PB-013,47,GA04,41.69,1,,146.51,
RUN-PB-013,47,GA05,39.23,0,0.752,142.15,41.6
RUN-PB-013,47,GA06,45.66,0,,,
RUN-PB-013,47,GA07,43.9,0,,,
RUN-PB-013,47,GA08,41.38,1,,148.66,
RUN-PB-013,47,GA09,45.48,0,,,
RUN-PB-013,47,GA10,47.81,1,0.736,141.13,41.34
RUN-PB-013,47,GA11,50.28,1,0.805,147.45,42.5
RUN-PB-013,47,GA12,45.77,2,0.765,143.96,43.02
RUN-PB-013,47,GA13,38.06,0,0.732,143.69,43.03
RUN-PB-013,47,GA14,41.36,1,0.848,145.69,42.36
RUN-PB-013,47,EOL01,45.52,0,,,41.18
